PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, NAM08
4-character ID, RDSD
Station name, Santo_DoDRCR2004
Begin Date, 2012-06-15
End Date, 2019-07-31
Release Date, 2019-08-02
Source file, RDSD.cwu.nam08.pos
Offset from source file, 0.81 mm North, 11.90 mm East, 3.16 mm Vertical
Reference position, 18.4613974205 North Latitude, -69.9113229501 East Longitude, -9.18318 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2013-06-01,-2.00, 7.19, 0.22, 1.67, 1.93, 7.83, rern6,
2013-06-02,0.11, 6.68, 9.03, 1.69, 1.85, 7.95, rern6,
2013-06-03,0.70, 4.99, 6.95, 1.8, 1.97, 8.41, rern6,
2013-06-04,-2.11, 5.72, 1.41, 1.7, 1.82, 7.72, rern6,
2013-06-05,0.40, 7.23, 3.48, 1.67, 1.8, 7.67, rern6,
2013-06-06,-0.62, 7.11, 1.96, 1.66, 1.79, 7.71, rern6,
2013-06-07,-1.54, 7.63, 15.72, 1.65, 1.8, 7.66, rern6,
2013-06-08,0.45, 6.20, 0.56, 1.66, 1.83, 7.67, rern6,
2013-06-09,1.79, 6.71, -4.47, 1.7, 1.85, 7.88, rern6,
2013-06-10,1.71, 7.04, 14.00, 1.86, 2.06, 8.45, rern6,
2013-06-11,-1.79, 6.74, -6.36, 1.86, 2.02, 8.55, rern6,
2013-06-12,-1.16, 6.22, 5.30, 1.67, 1.84, 7.76, rern6,
2013-06-13,0.83, 7.59, 6.79, 1.61, 1.79, 7.47, rern6,
2013-06-14,0.09, 7.67, 2.56, 1.65, 1.76, 7.59, rern6,
2013-06-15,-0.63, 8.40, 9.62, 1.96, 2.28, 9.2, rern6,
2013-06-16,1.50, 5.24, -4.67, 1.68, 1.79, 7.85, rern6,
2013-06-17,-1.49, 8.30, 13.02, 1.76, 2.06, 8.31, rern6,
2013-06-18,1.64, 6.29, 7.15, 1.8, 1.93, 8.4, rern6,
2013-06-19,4.58, 6.28, 0.47, 1.79, 1.99, 8.1, rern6,
2013-06-20,0.62, 7.58, -1.03, 1.66, 1.78, 7.66, rern6,
2013-06-21,-1.81, 5.80, 19.94, 1.9, 2.21, 8.72, rern6,
2013-06-22,0.42, 5.22, 13.57, 1.75, 1.8, 8.22, rern6,
2013-06-23,0.90, 6.94, 13.31, 1.63, 1.77, 7.52, rern6,
2013-06-24,1.53, 7.04, 17.22, 1.81, 2.03, 8.46, rern6,
2013-06-25,0.46, 7.87, -8.68, 1.79, 1.88, 8.34, rern6,
2013-06-26,-3.67, 6.69, 2.30, 1.72, 1.9, 7.94, rern6,
2013-06-27,-1.26, 3.61, -18.78, 1.62, 1.77, 7.47, rern6,
2013-06-28,0.48, 7.17, 19.63, 1.68, 1.85, 7.72, rern6,
2013-06-29,1.93, 7.23, 4.10, 1.68, 1.85, 7.85, rern6,
2013-06-30,-1.04, 6.39, 1.16, 1.62, 1.78, 7.59, rern6,
2013-07-01,0.83, 9.39, 12.75, 1.66, 1.77, 7.62, rern6,
2013-07-02,-2.96, 4.26, 7.35, 1.75, 2.03, 8.12, rern6,
2013-07-03,-1.06, 5.26, 11.91, 1.84, 2.09, 8.45, rern6,
2013-07-04,-0.60, 5.09, 0.26, 1.72, 1.87, 7.96, rern6,
2013-07-05,-2.97, 11.04, 26.75, 1.7, 2.02, 8.08, rern6,
2013-07-06,-3.37, 10.07, 41.05, 1.71, 1.84, 7.77, rern6,
2013-07-07,-0.17, 9.42, 4.50, 1.68, 1.8, 7.67, rern6,
2013-07-08,0.61, 8.75, 1.90, 1.64, 1.77, 7.61, rern6,
2013-07-09,0.26, 8.62, 18.45, 1.96, 2.21, 8.98, rern6,
2013-07-10,1.22, 9.98, 4.17, 1.62, 1.83, 7.51, rern6,
2013-07-11,-0.68, 8.41, 7.36, 1.71, 1.81, 7.99, rern6,
2013-07-12,-0.31, 6.97, 9.54, 1.62, 1.83, 7.58, rern6,
2013-07-13,0.98, 12.90, 14.85, 1.69, 1.98, 8.13, rern6,
2013-07-14,-3.60, 5.21, -1.75, 1.77, 1.91, 8.22, rern6,
2013-07-15,-1.04, 8.64, 3.21, 1.65, 1.8, 7.77, rern6,
2013-07-16,-0.08, 7.74, 9.59, 1.6, 1.77, 7.44, rern6,
2013-07-17,-0.67, 7.61, 5.01, 1.7, 1.87, 8.03, rern6,
2013-07-18,1.84, 9.16, 4.06, 1.88, 2.15, 8.33, rern6,
2013-07-19,0.34, 9.74, 2.82, 1.7, 1.84, 7.82, rern6,
2013-07-20,3.29, 9.55, 11.56, 2.05, 2.36, 9.43, rern6,
2013-07-21,-2.85, 9.55, 6.23, 2.12, 2.49, 9.8, rern6,
2013-07-22,1.26, 9.29, 9.88, 1.81, 2.04, 8.44, rern6,
2013-07-23,-0.72, 9.03, 10.44, 1.6, 1.78, 7.47, rern6,
2013-07-24,0.02, 8.45, 6.77, 1.63, 1.87, 7.69, rern6,
2013-07-25,-1.03, 7.33, 5.59, 1.62, 1.89, 7.67, rern6,
2013-07-26,-0.42, 9.33, 7.50, 1.62, 1.81, 7.6, rern6,
2013-07-27,2.05, 10.05, 8.83, 1.69, 1.9, 7.93, rern6,
2013-07-28,0.28, 10.83, 1.54, 1.69, 1.97, 7.78, rern6,
2013-07-29,-0.25, 9.96, 18.77, 1.61, 1.79, 7.52, rern6,
2013-07-30,-0.84, 8.28, 12.71, 1.64, 1.86, 7.88, rern6,
2013-07-31,-0.34, 12.48, 2.18, 1.76, 2.04, 8.29, rern6,
2013-08-01,-1.15, 9.91, 6.23, 1.63, 1.9, 7.68, rern6,
2013-08-02,-0.68, 9.51, 5.56, 1.6, 1.8, 7.47, rern6,
2013-08-03,-0.60, 10.41, 8.13, 1.6, 1.78, 7.49, rern6,
2013-08-04,-0.82, 9.83, 4.03, 1.6, 1.82, 7.57, rern6,
2013-08-05,0.94, 9.46, 8.11, 2.03, 2.2, 9.57, rern6,
2013-08-06,-0.80, 9.81, 8.13, 1.65, 1.89, 7.63, rern6,
2013-08-07,0.68, 12.04, 19.55, 1.83, 2.09, 8.65, rern6,
2013-08-08,-1.83, 10.90, 14.29, 1.65, 1.78, 7.7, rern6,
2013-08-09,1.03, 9.44, 2.81, 1.63, 1.84, 7.72, rern6,
2013-08-10,-0.61, 9.82, 8.89, 1.89, 2.2, 8.7, rern6,
2013-08-11,-2.80, 10.38, 11.65, 2, 2.35, 9.45, rern6,
2013-08-12,-2.53, 10.77, -2.59, 1.76, 1.93, 8.13, rern6,
2013-08-13,0.13, 9.47, 2.36, 1.63, 1.83, 7.66, rern6,
2013-08-14,1.80, 12.59, 15.25, 1.63, 1.83, 7.69, rern6,
2013-08-15,-1.03, 7.89, -3.62, 1.6, 1.82, 7.53, rern6,
2013-08-16,-0.68, 10.41, 8.01, 1.6, 1.79, 7.52, rern6,
2013-08-17,-0.17, 10.78, -11.47, 1.71, 2.03, 8, rern6,
2013-08-18,3.03, 10.29, 16.75, 1.69, 1.96, 8.06, rern6,
2013-08-19,2.35, 14.25, 4.64, 1.74, 2.13, 8.07, rern6,
2013-08-20,-3.82, 12.04, -2.19, 1.72, 1.88, 8.29, rern6,
2013-08-21,-0.78, 10.93, 6.25, 1.6, 1.83, 7.57, rern6,
2013-08-22,-3.06, 12.92, 6.26, 1.66, 1.93, 7.73, rern6,
2013-08-23,-1.26, 11.32, 7.78, 1.67, 1.83, 7.96, rern6,
2013-08-24,-0.04, 10.28, 2.77, 1.77, 2.1, 8.26, rern6,
2013-08-25,-0.36, 13.72, -1.15, 1.63, 1.92, 7.71, rern6,
2013-08-26,-0.68, 11.45, 17.43, 1.86, 2.18, 9.01, rern6,
2013-08-27,-1.19, 8.64, 4.43, 1.69, 1.82, 8.14, rern6,
2013-08-28,0.96, 7.18, 7.58, 1.89, 2.1, 8.81, rern6,
2013-08-29,0.09, 11.72, 5.86, 1.83, 1.99, 8.72, rern6,
2013-08-30,1.35, 8.00, 20.86, 1.65, 1.84, 7.62, rern6,
2013-08-31,2.31, 9.45, -1.71, 1.71, 1.93, 7.89, rern6,
2013-09-01,0.03, 10.92, 11.82, 1.83, 1.99, 8.75, rern6,
2013-09-02,-0.33, 11.89, 2.90, 1.93, 2.3, 8.86, rern6,
2013-09-03,1.03, 12.96, 0.96, 1.83, 2.41, 9.2, rern6,
2013-09-04,1.01, 11.11, 1.27, 1.67, 1.89, 7.98, rern6,
2013-09-05,-2.08, 9.13, 11.32, 1.82, 2.1, 8.53, rern6,
2013-09-06,0.73, 10.48, 2.85, 1.61, 1.81, 7.58, rern6,
2013-09-07,-0.76, 12.49, 24.70, 1.72, 1.97, 7.91, rern6,
2013-09-08,-0.97, 10.16, 11.03, 1.59, 1.82, 7.53, rern6,
2013-09-09,2.10, 10.31, 11.38, 1.65, 1.83, 7.77, rern6,
2013-09-10,0.22, 8.52, 9.14, 1.71, 1.85, 8.01, rern6,
2013-09-11,1.35, 11.92, 7.34, 1.69, 1.91, 8.11, rern6,
2013-09-12,0.34, 12.26, 15.78, 1.68, 2.01, 7.98, rern6,
2013-09-13,0.66, 10.74, 2.92, 1.64, 1.96, 7.76, rern6,
2013-09-14,-0.38, 11.09, 1.94, 1.7, 1.96, 7.96, rern6,
2013-09-15,0.95, 10.87, 1.51, 1.59, 1.79, 7.47, rern6,
2013-09-16,-0.04, 11.20, 2.75, 1.79, 2.05, 8.56, rern6,
2013-09-17,-0.22, 10.44, 11.46, 1.76, 2.07, 8.29, rern6,
2013-09-18,-0.37, 7.87, 11.09, 1.61, 1.82, 7.67, rern6,
2013-09-19,1.78, 9.47, 11.55, 1.59, 1.81, 7.58, rern6,
2013-09-20,4.41, 9.74, 15.88, 1.59, 1.81, 7.53, rern6,
2013-09-21,1.91, 10.04, 0.60, 1.6, 1.8, 7.48, rern6,
2013-09-22,2.44, 8.22, 8.59, 1.66, 1.89, 7.91, rern6,
2013-09-23,0.21, 8.07, 8.80, 1.61, 1.82, 7.5, rern6,
2013-09-24,2.06, 9.95, 6.64, 1.61, 1.87, 7.61, rern6,
2013-09-25,1.09, 9.01, 8.93, 1.61, 1.83, 7.72, rern6,
2013-09-26,2.59, 10.79, -1.64, 1.64, 1.85, 7.68, rern6,
2013-09-27,-0.19, 7.67, 11.87, 1.61, 1.83, 7.54, rern6,
2013-09-28,1.36, 12.02, 12.32, 1.81, 2.16, 8.7, rern6,
2013-09-29,2.13, 10.97, 2.59, 1.76, 1.89, 8.48, rern6,
2013-09-30,0.82, 8.50, 4.67, 1.95, 2.31, 9.19, rern6,
2013-10-01,-0.31, 9.10, 12.73, 1.62, 1.87, 7.68, rern6,
2013-10-02,3.00, 11.83, -5.57, 1.99, 2.29, 9.49, rern6,
2013-10-03,-1.78, 8.59, 11.80, 1.68, 1.95, 7.72, rern6,
2013-10-04,4.33, 9.48, 7.44, 1.73, 1.96, 8.19, rern6,
2013-10-05,1.33, 8.34, 12.10, 1.62, 1.84, 7.64, rern6,
2013-10-06,0.64, 12.31, 4.62, 1.6, 1.81, 7.62, rern6,
2013-10-07,1.95, 11.79, 5.88, 1.6, 1.82, 7.62, rern6,
2013-10-08,3.88, 10.43, 21.00, 1.66, 1.83, 7.91, rern6,
2013-10-09,1.55, 11.28, 12.45, 1.6, 1.81, 7.52, rern6,
2013-10-10,-4.30, 13.97, 3.01, 1.63, 1.88, 7.78, rern6,
2013-10-11,0.46, 11.83, 0.85, 1.74, 2.02, 8.23, rern6,
2013-10-12,-0.18, 13.05, 9.43, 1.67, 1.92, 7.85, rern6,
2013-10-13,4.69, 13.12, 16.04, 1.68, 1.93, 7.86, rern6,
2013-10-14,0.65, 11.63, -1.88, 1.74, 2.12, 8.2, rern6,
2013-10-15,-1.13, 14.25, 6.08, 1.6, 1.81, 7.5, rern6,
2013-10-16,1.93, 12.77, 9.99, 1.68, 1.86, 7.8, rern6,
2013-10-17,-1.37, 10.27, 15.01, 1.66, 1.89, 7.84, rern6,
2013-10-18,1.27, 12.69, 5.68, 1.64, 1.87, 7.71, rern6,
2013-10-19,-1.20, 13.81, 10.57, 1.6, 1.8, 7.5, rern6,
2013-10-20,0.72, 11.11, 13.11, 1.65, 1.83, 7.79, rern6,
2013-10-21,1.61, 10.41, 13.89, 1.68, 1.89, 7.92, rern6,
2013-10-22,0.19, 9.82, 8.25, 1.7, 1.9, 7.78, rern6,
2013-10-23,1.08, 11.72, 0.57, 1.62, 1.87, 7.6, rern6,
2013-10-24,0.35, 11.60, 1.44, 1.69, 1.99, 7.87, rern6,
2013-10-25,-0.71, 15.47, 3.28, 1.78, 2.11, 8.15, rern6,
2013-10-26,-1.72, 11.44, -1.88, 1.69, 1.98, 8.01, rern6,
2013-10-27,-2.43, 11.12, -0.20, 1.69, 1.9, 8.05, rern6,
2013-10-28,-2.27, 11.16, 6.74, 1.79, 2.15, 8.7, rern6,
2013-10-29,1.46, 9.88, 2.18, 1.79, 2.03, 8.46, rern6,
2013-10-30,0.50, 13.81, 1.58, 1.65, 1.92, 7.72, rern6,
2013-10-31,2.13, 11.01, -14.48, 1.93, 2.23, 9.68, rern6,
2013-11-01,-1.34, 14.73, 9.49, 1.76, 2.02, 8.42, rern6,
2013-11-02,1.53, 13.22, 8.71, 1.66, 1.95, 7.78, rern6,
2013-11-03,0.97, 13.54, 12.09, 1.68, 1.89, 7.76, rern6,
2013-11-04,-1.51, 11.48, 20.19, 1.7, 1.97, 7.83, rern6,
2013-11-05,2.70, 13.57, 3.06, 1.64, 1.91, 7.78, rern6,
2013-11-06,0.78, 16.21, 0.04, 1.66, 1.91, 7.73, rern6,
2013-11-07,0.45, 13.85, 6.67, 1.61, 1.81, 7.5, rern6,
2013-11-08,0.37, 15.00, 3.88, 1.69, 1.85, 8.02, rern6,
2013-11-09,0.81, 13.91, 6.97, 1.72, 1.99, 8.19, rern6,
2013-11-10,-0.79, 12.08, 5.14, 1.78, 2.19, 8.56, rern6,
2013-11-11,-0.14, 15.46, 1.66, 1.61, 1.83, 7.55, rern6,
2013-11-12,0.07, 12.29, -0.99, 1.67, 1.84, 7.77, rern6,
2013-11-13,1.23, 14.61, 0.63, 1.62, 1.85, 7.62, rern6,
2013-11-14,-2.11, 15.55, 5.19, 1.94, 2.45, 9.6, rern6,
2013-11-15,-1.14, 12.81, 14.64, 1.67, 1.96, 7.89, rern6,
2013-11-16,0.86, 15.81, 3.90, 1.62, 1.92, 7.72, rern6,
2013-11-17,0.45, 15.78, 14.09, 1.66, 1.98, 7.93, rern6,
2013-11-18,-0.69, 15.86, -0.36, 1.63, 1.88, 7.69, rern6,
2013-11-19,-1.56, 14.06, 5.45, 1.69, 1.95, 8.07, rern6,
2013-11-20,-0.57, 13.85, -5.76, 1.65, 1.87, 7.76, rern6,
2013-11-21,-0.23, 14.73, 8.77, 1.62, 1.85, 7.58, rern6,
2013-11-22,-0.30, 15.04, 10.02, 1.79, 2.13, 8.38, rern6,
2013-11-23,-2.41, 15.45, 5.65, 1.61, 1.84, 7.57, rern6,
2013-11-24,-0.40, 15.33, -2.91, 1.63, 1.84, 7.7, rern6,
2013-11-25,-0.30, 16.65, -5.16, 1.9, 2.24, 9, rern6,
2013-11-26,-1.34, 14.25, 4.39, 1.87, 2.25, 9.04, rern6,
2013-11-27,-1.20, 16.87, -0.62, 1.86, 2.02, 8.82, rern6,
2013-11-28,-1.44, 16.09, -3.85, 1.9, 2.15, 8.98, rern6,
2013-11-29,-0.14, 15.06, 8.72, 1.58, 1.79, 7.44, rern6,
2013-11-30,-1.42, 14.81, -6.32, 1.6, 1.81, 7.56, rern6,
2013-12-01,-0.39, 14.43, 1.47, 1.75, 2.15, 8.43, rern6,
2013-12-02,0.20, 15.08, 10.57, 1.99, 2.2, 7.99, supp6,
2013-12-03,-1.26, 13.15, -6.26, 1.69, 1.85, 7.8, rern6,
2013-12-04,1.75, 12.09, 7.84, 1.61, 1.88, 7.6, rern6,
2013-12-05,-1.67, 15.85, -0.26, 1.67, 1.91, 7.99, rern6,
2013-12-06,-0.40, 14.48, 0.15, 1.65, 1.9, 7.82, rern6,
2013-12-07,0.48, 14.64, 0.56, 1.62, 1.89, 7.71, rern6,
2013-12-08,-1.51, 15.11, -0.52, 1.62, 1.82, 7.69, rern6,
2013-12-09,-0.98, 13.46, -0.29, 1.72, 1.9, 8.13, rern6,
2013-12-10,1.50, 14.53, 2.17, 1.75, 2.01, 7.96, rern6,
2013-12-11,-0.60, 14.67, -0.01, 1.67, 1.84, 8.03, rern6,
2013-12-12,-2.22, 13.44, 15.31, 1.81, 1.93, 8.42, rern6,
2013-12-13,-1.74, 14.65, 1.10, 1.69, 2.02, 8.15, rern6,
2013-12-14,-0.38, 13.85, 0.54, 1.65, 1.88, 7.71, rern6,
2013-12-15,0.42, 12.79, -1.99, 1.63, 1.81, 7.58, rern6,
2013-12-16,0.04, 16.29, -4.50, 1.65, 1.87, 7.78, rern6,
2013-12-17,-1.80, 16.48, -7.93, 1.67, 1.91, 7.91, rern6,
2013-12-18,-1.88, 15.10, 0.99, 1.63, 1.81, 7.62, rern6,
2013-12-19,-1.05, 15.37, -0.17, 1.66, 1.83, 7.73, rern6,
2013-12-20,-0.67, 13.09, 3.41, 1.75, 2.05, 8.39, rern6,
2013-12-21,0.07, 12.64, 1.59, 1.77, 1.86, 8.23, rern6,
2013-12-22,1.93, 12.97, -5.33, 1.73, 1.94, 8.06, rern6,
2013-12-23,-0.80, 13.14, -19.54, 1.88, 2.08, 8.87, rern6,
2013-12-24,-0.97, 16.46, 9.25, 1.71, 1.83, 8.03, rern6,
2013-12-25,-1.02, 15.51, 5.95, 1.7, 1.89, 7.97, rern6,
2013-12-26,-0.72, 15.35, 8.97, 1.65, 1.84, 7.77, rern6,
2013-12-27,-0.82, 14.15, 8.51, 1.8, 2, 8.66, rern6,
2013-12-28,-0.80, 13.10, 4.71, 2.04, 2.5, 9.77, rern6,
2013-12-29,-1.52, 13.70, -7.54, 1.78, 1.93, 8.15, rern6,
2013-12-30,-1.11, 15.19, 6.09, 1.65, 1.84, 7.74, rern6,
2013-12-31,-1.95, 16.17, 4.02, 1.68, 1.88, 7.85, rern6,
2014-01-01,-1.65, 14.48, 6.93, 1.64, 1.82, 7.64, rern6,
2014-01-02,-1.57, 16.49, 5.81, 1.72, 1.87, 7.96, rern6,
2014-01-03,-0.88, 17.16, 9.60, 1.65, 1.9, 7.82, rern6,
2014-01-04,-1.93, 15.51, 7.87, 1.63, 1.84, 7.69, rern6,
2014-01-05,-0.84, 14.58, 12.46, 1.66, 1.87, 7.74, rern6,
2014-01-06,1.96, 14.66, 18.85, 1.69, 1.87, 7.78, rern6,
2014-01-07,-1.13, 16.78, -1.38, 1.97, 2.01, 9.28, rern6,
2014-01-08,-0.04, 16.67, 4.59, 1.95, 2.37, 9.25, rern6,
2014-01-09,2.30, 16.30, -3.36, 1.77, 1.98, 8.64, rern6,
2014-01-10,0.40, 14.50, 16.04, 1.76, 1.91, 8.25, rern6,
2014-01-11,-0.97, 15.64, 10.66, 1.76, 2.04, 8.45, rern6,
2014-01-12,-0.52, 16.58, 9.82, 1.69, 1.91, 8.06, rern6,
2014-01-13,-0.23, 17.18, 3.02, 1.68, 1.94, 7.89, rern6,
2014-01-14,-2.38, 16.05, 5.89, 1.65, 1.87, 7.77, rern6,
2014-01-15,-0.68, 17.10, 1.03, 1.64, 1.86, 7.75, rern6,
2014-01-16,-0.27, 16.80, 13.99, 1.66, 1.87, 7.8, rern6,
2014-01-17,0.71, 17.65, 20.78, 1.67, 1.89, 7.85, rern6,
2014-01-18,1.07, 17.79, 17.42, 1.63, 1.94, 7.75, rern6,
2014-01-19,0.01, 16.39, 8.52, 1.67, 1.88, 7.86, rern6,
2014-01-20,1.33, 16.51, 14.65, 1.6, 1.82, 7.55, rern6,
2014-01-21,-1.60, 16.06, 13.34, 1.67, 1.84, 7.77, rern6,
2014-01-22,0.61, 17.47, 5.81, 1.69, 1.95, 7.91, rern6,
2014-01-23,-1.63, 23.89, 4.08, 1.86, 2.19, 9.24, rern6,
2014-01-24,-1.36, 19.49, 2.57, 1.69, 1.96, 8.28, rern6,
2014-01-25,0.17, 17.06, 3.34, 1.74, 1.99, 8.22, rern6,
2014-01-26,-0.51, 16.37, 18.16, 1.74, 1.93, 8.18, rern6,
2014-01-27,-2.61, 18.70, 7.76, 1.64, 1.88, 7.79, rern6,
2014-01-28,-1.77, 17.90, -0.59, 1.67, 1.88, 8.13, rern6,
2014-01-29,1.28, 17.91, -0.08, 1.7, 1.94, 7.94, rern6,
2014-01-30,0.22, 17.69, 5.43, 1.89, 1.93, 8.77, rern6,
2014-01-31,-0.42, 19.44, 17.87, 1.74, 1.86, 8.25, rern6,
2014-02-01,2.39, 16.88, 9.43, 1.75, 2.01, 8.5, rern6,
2014-02-02,-0.51, 25.07, 10.96, 1.83, 2.05, 8.63, rern6,
2014-02-03,1.58, 17.78, 9.03, 1.85, 2.09, 8.62, rern6,
2014-02-04,0.44, 17.19, 9.21, 1.81, 2.04, 8.32, rern6,
2014-02-05,2.48, 19.88, 10.34, 1.72, 2.06, 7.97, rern6,
2014-02-06,-2.21, 20.29, 10.71, 1.65, 1.88, 7.78, rern6,
2014-02-07,-3.66, 17.89, -17.51, 1.78, 1.98, 8.74, rern6,
2014-02-08,-0.09, 15.80, 2.19, 1.64, 1.95, 7.84, rern6,
2014-02-09,-1.27, 18.49, 4.70, 1.61, 1.81, 7.62, rern6,
2014-02-10,-0.82, 18.40, 2.01, 1.63, 1.85, 7.74, rern6,
2014-02-11,-1.15, 18.61, -4.07, 1.62, 1.82, 7.68, rern6,
2014-02-12,0.60, 19.35, 5.12, 1.61, 1.83, 7.68, rern6,
2014-02-13,0.32, 18.99, 5.59, 1.73, 2, 8.27, rern6,
2014-02-14,0.68, 19.44, 1.70, 1.68, 1.89, 7.75, rern6,
2014-02-15,0.93, 17.20, 4.45, 1.66, 1.85, 7.84, rern6,
2014-02-16,-1.11, 18.33, 5.69, 1.61, 1.81, 7.62, rern6,
2014-02-17,2.42, 18.20, 1.52, 1.73, 1.91, 8.09, rern6,
2014-02-18,0.78, 17.85, 10.92, 1.67, 1.86, 7.97, rern6,
2014-02-19,-1.46, 16.59, 11.33, 1.71, 1.98, 8.03, rern6,
2014-02-20,1.50, 16.43, 4.20, 1.97, 2.31, 9.14, rern6,
2014-02-21,2.43, 18.46, 18.62, 1.72, 2.08, 8.1, rern6,
2014-02-22,0.05, 16.81, -8.50, 1.88, 2.21, 8.89, rern6,
2014-02-23,-1.13, 21.05, 14.38, 1.66, 1.88, 7.77, rern6,
2014-02-24,-1.94, 18.34, -0.85, 1.62, 1.83, 7.64, rern6,
2014-02-25,-0.84, 18.24, 7.15, 1.72, 1.93, 8.16, rern6,
2014-02-26,1.41, 20.43, 2.45, 1.69, 1.85, 8.09, rern6,
2014-02-27,0.00, 14.67, 1.72, 1.7, 1.89, 8.2, rern6,
2014-02-28,0.79, 18.61, 15.23, 1.78, 1.99, 8.21, rern6,
2014-03-01,1.20, 16.68, 8.86, 1.72, 1.88, 8.17, rern6,
2014-03-02,-0.07, 18.05, 4.74, 1.63, 1.82, 7.69, rern6,
2014-03-03,-1.60, 17.65, 14.45, 1.87, 2.06, 8.84, rern6,
2014-03-04,-0.67, 17.67, 4.01, 1.72, 1.92, 8.07, rern6,
2014-03-05,-0.38, 18.44, 2.57, 1.71, 1.96, 8.19, rern6,
2014-03-06,0.71, 18.16, 9.24, 1.63, 1.83, 7.65, rern6,
2014-03-07,-0.22, 20.10, 2.62, 1.76, 1.93, 8.38, rern6,
2014-03-08,0.57, 17.96, 1.13, 1.72, 1.91, 8.34, rern6,
2014-03-09,0.65, 17.17, -3.39, 1.7, 2.01, 7.92, rern6,
2014-03-10,-0.47, 16.57, 6.85, 1.66, 1.86, 7.8, rern6,
2014-03-11,0.92, 19.10, 7.36, 1.63, 1.82, 7.71, rern6,
2014-03-12,0.28, 18.86, 10.14, 1.71, 1.84, 7.96, rern6,
2014-03-13,0.53, 19.23, 4.15, 1.65, 1.85, 7.85, rern6,
2014-03-14,1.42, 20.10, 2.35, 1.62, 1.8, 7.63, rern6,
2014-03-15,-0.83, 18.30, 3.77, 1.82, 1.93, 8.39, rern6,
2014-03-16,0.39, 18.52, -4.75, 1.6, 1.8, 7.56, rern6,
2014-03-17,2.13, 17.85, 8.86, 1.66, 1.87, 7.87, rern6,
2014-03-18,0.74, 16.55, 7.03, 1.62, 1.82, 7.66, rern6,
2014-03-19,-0.03, 18.83, 10.29, 1.65, 1.82, 7.78, rern6,
2014-03-20,-0.33, 19.75, 17.68, 1.7, 1.91, 7.92, rern6,
2014-03-21,0.71, 19.10, 11.64, 1.6, 1.79, 7.6, rern6,
2014-03-22,-1.17, 18.73, 3.04, 1.65, 1.88, 8.07, rern6,
2014-03-23,1.55, 20.22, 5.10, 1.68, 1.95, 7.88, suppf,
2014-03-24,0.56, 21.18, 2.23, 1.7, 1.98, 7.96, suppf,
2014-03-25,1.02, 19.70, -1.46, 1.74, 2.05, 8.08, suppf,
2014-03-26,2.87, 18.50, -0.66, 1.69, 1.96, 7.89, suppf,
2014-03-27,2.02, 18.84, -2.58, 1.65, 1.91, 7.77, suppf,
2014-03-28,1.17, 18.80, 6.37, 1.66, 1.99, 7.83, suppf,
2014-03-29,2.65, 17.48, 4.19, 1.66, 1.93, 7.8, suppf,
2014-03-30,0.81, 17.12, 14.12, 1.69, 2, 7.92, suppf,
2014-03-31,12.15, 12.15, 81.07, 11.94, 15.62, 65.49, suppf,
2014-04-01,5.44, 15.55, 11.56, 19.94, 18.07, 88.92, suppf,
2014-04-02,187.39, 77.57, 42.14, 729, 676.37, 792.26, suppf,
2014-04-03,-12.43, 34.75, -0.83, 12.77, 9.16, 38.23, suppf,
2014-04-04,-13.51, 24.66, -49.72, 24.12, 14.99, 44.31, suppf,
2014-04-05,-23.22, 31.64, -59.96, 15.3, 9.14, 57.45, suppf,
2014-04-06,-0.50, 21.05, 6.83, 1.71, 2.04, 8.22, suppf,
2014-04-07,1.15, 18.54, 4.16, 1.71, 1.99, 8.09, suppf,
2014-04-08,0.50, 19.75, 5.18, 1.78, 2.09, 8.46, suppf,
2014-04-09,1.11, 20.91, -0.02, 1.7, 1.97, 8.1, suppf,
2014-04-10,0.23, 20.13, 8.45, 1.74, 2.09, 8.36, suppf,
2014-04-11,1.15, 21.21, 4.28, 1.72, 2.11, 8.18, suppf,
2014-04-12,-0.73, 21.84, 0.79, 1.71, 2, 8.03, suppf,
2014-04-13,-0.61, 21.83, 12.20, 1.76, 2.02, 8.26, suppf,
2014-04-14,0.62, 20.58, 6.11, 1.85, 2.04, 8.89, suppf,
2014-04-15,-0.89, 23.81, 4.10, 1.74, 2.1, 8.1, suppf,
2014-04-16,0.87, 21.82, 21.24, 1.8, 2.13, 8.41, suppf,
2014-04-17,4.54, 20.13, 28.25, 1.85, 2.15, 8.43, suppf,
2014-04-18,1.53, 17.26, -2.38, 1.71, 2.05, 8.06, suppf,
2014-04-19,-0.21, 21.69, 5.40, 1.69, 2, 8, suppf,
2014-04-20,0.26, 14.27, 19.92, 1.68, 1.99, 7.96, suppf,
2014-04-21,0.16, 22.20, 7.14, 1.69, 1.97, 7.91, suppf,
2014-04-22,-0.62, 25.51, 2.34, 1.69, 1.97, 7.93, suppf,
2014-04-23,1.13, 21.87, 3.64, 1.69, 1.98, 7.95, suppf,
2014-04-24,1.29, 21.11, 12.93, 1.67, 1.98, 7.95, suppf,
2014-04-25,0.67, 20.33, 9.15, 1.7, 1.97, 8.14, suppf,
2014-04-26,1.35, 22.47, -4.03, 1.74, 2.04, 8.42, suppf,
2014-04-27,1.40, 20.55, 9.32, 1.69, 1.99, 7.9, suppf,
